10000110	20009728	36387001	112	1	2015-04-12	无尽的爱
10000110	20009728	43924083	112	0	2015-04-12	无尽的爱
10000110	20009728	43924083	112	1	2015-04-12	无尽的爱
10000110	20009728	46528398	112	0	2015-04-12	无尽的爱
10000110	20009728	77191467	112	1	2015-04-12	无尽的爱
10000110	20009728	77208848	112	1	2015-04-12	无尽的爱
10000110	20009728	79597459	112	1	2015-04-12	无尽的爱
10000110	20009728	88142924	112	0	2015-04-12	无尽的爱
10000110	20009728	96646526	112	1	2015-04-12	无尽的爱
10000110	20009728	96677580	112	0	2015-04-12	无尽的爱
10000110	20009728	96691494	112	1	2015-04-12	无尽的爱
10000110	20009728	96707507	112	0	2015-04-12	无尽的爱
10000110	20009728	96744894	112	0	2015-04-12	无尽的爱
10000110	20009728	96744894	112	1	2015-04-12	无尽的爱
10000110	20009728	96772745	112	0	2015-04-12	无尽的爱
10000110	20009728	96792119	112	0	2015-04-12	无尽的爱
10000299	21762115	10830388	112	1	2015-04-12	一步之遥
10000299	21762115	11384609	112	0	2015-04-12	一步之遥
10000299	21762115	11384609	112	1	2015-04-12	一步之遥
10000299	21762115	14526756	112	1	2015-04-12	一步之遥
10000299	21762115	17495825	112	1	2015-04-12	一步之遥
10000299	21762115	20490462	112	1	2015-04-12	一步之遥
10000299	21762115	31165740	112	1	2015-04-12	一步之遥
10000299	21762115	34623357	112	1	2015-04-12	一步之遥
10000299	21762115	38181764	112	1	2015-04-12	一步之遥
10000299	21762115	39645028	112	1	2015-04-12	一步之遥
10000299	21762115	47135801	112	1	2015-04-12	一步之遥
10000299	21762115	48817512	112	1	2015-04-12	一步之遥
10000299	21762115	49347940	112	1	2015-04-12	一步之遥
10000299	21762115	55876746	112	1	2015-04-12	一步之遥
10000299	21762115	56888911	112	0	2015-04-12	一步之遥
10000299	21762115	63568663	112	1	2015-04-12	一步之遥
10000299	21762115	65233309	112	1	2015-04-12	一步之遥
10000299	21762115	65303505	112	1	2015-04-12	一步之遥
10000299	21762115	66554330	112	1	2015-04-12	一步之遥
10000299	21762115	66556907	112	1	2015-04-12	一步之遥
10000299	21762115	69955358	112	0	2015-04-12	一步之遥
10000299	21762115	70674082	112	1	2015-04-12	一步之遥
10000299	21762115	71370201	112	0	2015-04-12	一步之遥
10000299	21762115	71370201	112	1	2015-04-12	一步之遥
10000299	21762115	71535085	112	1	2015-04-12	一步之遥
10000299	21762115	72267812	112	0	2015-04-12	一步之遥
10000299	21762115	72892916	112	1	2015-04-12	一步之遥
10000299	21762115	76196040	112	0	2015-04-12	一步之遥
10000299	21762115	76422166	112	1	2015-04-12	一步之遥
10000299	21762115	77856700	112	1	2015-04-12	一步之遥
10000299	21762115	78121663	112	1	2015-04-12	一步之遥
10000299	21762115	78556567	112	0	2015-04-12	一步之遥
10000299	21762115	78729028	112	1	2015-04-12	一步之遥
10000299	21762115	78897258	112	0	2015-04-12	一步之遥
10000299	21762115	78897258	112	1	2015-04-12	一步之遥
10000299	21762115	79006399	112	1	2015-04-12	一步之遥
10000299	21762115	80537181	112	1	2015-04-12	一步之遥
10000299	21762115	81835322	112	1	2015-04-12	一步之遥
10000299	21762115	90049633	112	1	2015-04-12	一步之遥
10000299	21762115	90353764	112	1	2015-04-12	一步之遥
10000299	21762115	93744849	112	1	2015-04-12	一步之遥
10000299	21762115	95172721	112	1	2015-04-12	一步之遥
10000299	21762115	96657890	112	1	2015-04-12	一步之遥
10000299	21762115	96657959	112	1	2015-04-12	一步之遥
10000299	21762115	96659371	112	1	2015-04-12	一步之遥
10000299	21762115	96676880	112	1	2015-04-12	一步之遥
10000299	21762115	96711627	112	1	2015-04-12	一步之遥
10000299	21762115	96721346	112	1	2015-04-12	一步之遥
10000299	21762115	96722553	112	1	2015-04-12	一步之遥
10000299	21762115	96723713	112	1	2015-04-12	一步之遥
10000299	21762115	96724505	112	1	2015-04-12	一步之遥
10000299	21762115	96726191	112	1	2015-04-12	一步之遥
10000299	21762115	96745887	112	1	2015-04-12	一步之遥
10000299	21762115	96758983	112	1	2015-04-12	一步之遥
10000299	21762115	96763430	112	1	2015-04-12	一步之遥
10000299	21762115	96767946	112	1	2015-04-12	一步之遥
10000299	21762115	96772657	112	1	2015-04-12	一步之遥
10000299	21762115	96774243	112	1	2015-04-12	一步之遥
10000299	21762115	96774528	112	1	2015-04-12	一步之遥
10000299	21762115	96774567	112	1	2015-04-12	一步之遥
10000299	21762115	96775080	112	1	2015-04-12	一步之遥
10000299	21762115	96777085	112	0	2015-04-12	一步之遥
10000299	21762115	96777085	112	1	2015-04-12	一步之遥
10000299	21762115	96787994	112	1	2015-04-12	一步之遥
10000299	21762115	96790624	112	0	2015-04-12	一步之遥
10000299	21762115	96790624	112	1	2015-04-12	一步之遥
10000299	21762115	96790873	112	1	2015-04-12	一步之遥
10000299	21762115	96794307	112	1	2015-04-12	一步之遥
10000299	21762115	96813221	112	1	2015-04-12	一步之遥
10000360	20023684	36043204	112	0	2015-04-12	初到东京
10000360	20023684	36043204	112	1	2015-04-12	初到东京
10000542	20756076	12639515	112	0	2015-04-12	沉睡魔咒
10000542	20756076	12639515	112	1	2015-04-12	沉睡魔咒
10000542	20756076	12873724	112	0	2015-04-12	沉睡魔咒
10000542	20756076	21610952	112	0	2015-04-12	沉睡魔咒
10000542	20756076	21610952	112	1	2015-04-12	沉睡魔咒
10000542	20756076	31406449	112	0	2015-04-12	沉睡魔咒
10000542	20756076	31406449	112	1	2015-04-12	沉睡魔咒
10000542	20756076	34132002	112	0	2015-04-12	沉睡魔咒
10000542	20756076	34132002	112	1	2015-04-12	沉睡魔咒
10000542	20756076	39645028	112	0	2015-04-12	沉睡魔咒
10000542	20756076	50177862	112	0	2015-04-12	沉睡魔咒
10000542	20756076	50177862	112	1	2015-04-12	沉睡魔咒
10000542	20756076	50835661	112	0	2015-04-12	沉睡魔咒
10000542	20756076	56068264	112	0	2015-04-12	沉睡魔咒
10000542	20756076	56068264	112	1	2015-04-12	沉睡魔咒
10000542	20756076	7056818	112	0	2015-04-12	沉睡魔咒
10000542	20756076	7056818	112	1	2015-04-12	沉睡魔咒
10000542	20756076	74549231	112	0	2015-04-12	沉睡魔咒
10000542	20756076	74549231	112	1	2015-04-12	沉睡魔咒
10000542	20756076	74848938	112	0	2015-04-12	沉睡魔咒
10000542	20756076	74848938	112	1	2015-04-12	沉睡魔咒
10000542	20756076	75259672	112	0	2015-04-12	沉睡魔咒
10000542	20756076	75259672	112	1	2015-04-12	沉睡魔咒
10000542	20756076	77700166	112	0	2015-04-12	沉睡魔咒
10000542	20756076	77700166	112	1	2015-04-12	沉睡魔咒
10000542	20756076	79597459	112	1	2015-04-12	沉睡魔咒
10000542	20756076	79654137	112	0	2015-04-12	沉睡魔咒
10000542	20756076	79654137	112	1	2015-04-12	沉睡魔咒
10000542	20756076	82455911	112	0	2015-04-12	沉睡魔咒
10000542	20756076	82455911	112	1	2015-04-12	沉睡魔咒
10000542	20756076	85833297	112	0	2015-04-12	沉睡魔咒
10000542	20756076	85833297	112	1	2015-04-12	沉睡魔咒
10000542	20756076	88471827	112	0	2015-04-12	沉睡魔咒
10000542	20756076	92810893	112	0	2015-04-12	沉睡魔咒
10000542	20756076	93702845	112	0	2015-04-12	沉睡魔咒
10000542	20756076	93702845	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96267196	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96657958	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96671826	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96671826	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96676944	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96676944	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96709380	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96709380	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96712698	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96716366	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96725852	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96741182	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96741182	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96752551	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96755622	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96755622	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96755867	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96756363	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96756363	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96762748	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96762748	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96772245	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96773391	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96775289	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96775289	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96778973	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96782966	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96782966	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96791292	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96801246	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96805698	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96807240	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96807240	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96811666	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96816356	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96819773	112	1	2015-04-12	沉睡魔咒
10000542	20756076	96820729	112	0	2015-04-12	沉睡魔咒
10000542	20756076	96820729	112	1	2015-04-12	沉睡魔咒
10000580	21315822	18910844	112	1	2015-04-12	盒子怪
10000580	21315822	38613797	112	1	2015-04-12	盒子怪
10000580	21315822	56992650	112	1	2015-04-12	盒子怪
10000580	21315822	96726069	112	1	2015-04-12	盒子怪
10000580	21315822	96736687	112	1	2015-04-12	盒子怪
10000698	21345430	18302892	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	20490462	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	25150377	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	28421410	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	29489821	112	0	2015-04-12	忍者神龟：变种时代
10000698	21345430	30281178	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	37842840	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	38893345	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	38934985	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	40570350	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	41467457	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	44201111	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	44799714	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	44924884	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	45237370	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	46833820	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	46942092	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	47412806	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	48354770	112	0	2015-04-12	忍者神龟：变种时代
10000698	21345430	48354770	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	48809915	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	49744290	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	50200369	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	50225540	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	50384764	112	0	2015-04-12	忍者神龟：变种时代
10000698	21345430	50384764	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	50835661	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	51855208	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	52222656	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	52871008	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	52930507	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	53886644	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	56024432	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	56992650	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	66693136	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	66838887	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	66863255	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	67416758	112	0	2015-04-12	忍者神龟：变种时代
10000698	21345430	67416758	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	67861678	112	1	2015-04-12	忍者神龟：变种时代
10000698	21345430	69019020	112	1	2015-04-12	忍者神龟：变种时代
